scorer,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000,DLC_resnet50_midleg_deetMay17shuffle1_500000
bodyparts,bo1,bo1,bo1,bo2,bo2,bo2,bo3,bo3,bo3,tar1,tar1,tar1,tar2,tar2,tar2,tar3,tar3,tar3,Org,Org,Org,ci1,ci1,ci1,ci2,ci2,ci2,ci3,ci3,ci3,ci4,ci4,ci4,ci5,ci5,ci5,ci6,ci6,ci6,ci7,ci7,ci7,ci8,ci8,ci8,ci9,ci9,ci9
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1063.9698486328125,658.9346313476562,0.9999672174453735,1053.8858642578125,593.65283203125,0.9999743700027466,1052.62451171875,553.65234375,0.999776303768158,864.1854248046875,492.36883544921875,0.9999923706054688,966.9776611328125,524.7058715820312,0.9998644590377808,1002.8818359375,525.5113525390625,0.9995037317276001,1053.2783203125,553.2681884765625,0.007270060013979673,1053.728271484375,657.2042846679688,0.009157794527709484,1063.32373046875,667.906005859375,0.00773976743221283,1080.39111328125,649.3507080078125,0.00582853564992547,854.28173828125,513.1781005859375,0.010241247713565826,858.4005126953125,472.483154296875,0.0481254868209362,1048.25537109375,653.6416015625,0.0035642357543110847,1007.367919921875,526.9230346679688,0.002917389152571559,1055.737060546875,556.0867309570312,0.0012443490559235215,1006.55029296875,530.4048461914062,0.002979379380121827
1,1063.988037109375,658.9285888671875,0.9999675750732422,1053.888916015625,593.6476440429688,0.9999743700027466,1052.6246337890625,553.6522216796875,0.999776303768158,864.1624145507812,492.3354187011719,0.9999921321868896,966.9830932617188,524.6961669921875,0.9998641014099121,1002.885986328125,525.5120239257812,0.9995036125183105,1053.277099609375,553.269287109375,0.007264194544404745,1053.7559814453125,657.2474975585938,0.009195560589432716,1063.392822265625,667.891845703125,0.007720173802226782,1080.4224853515625,649.376708984375,0.006013426464051008,854.2559814453125,513.1928100585938,0.010178166441619396,858.4199829101562,472.5279235839844,0.045171115547418594,1048.2034912109375,653.63671875,0.003558232681825757,1007.3676147460938,526.9228515625,0.002920897677540779,1055.7379150390625,556.08447265625,0.0012429783819243312,1006.5450439453125,530.402099609375,0.0029850418213754892
2,1064.554931640625,659.0797119140625,0.9999603033065796,1054.1802978515625,593.5263671875,0.9999711513519287,1052.7830810546875,553.1092529296875,0.99979168176651,864.2855224609375,492.1673583984375,0.9999924898147583,966.9624633789062,524.58251953125,0.9998605251312256,1002.7197875976562,525.2673950195312,0.9995372295379639,1053.2872314453125,553.474853515625,0.005749826785176992,1054.0203857421875,657.1159057617188,0.008125284686684608,1063.4393310546875,667.8597412109375,0.0070588476955890656,1080.61474609375,649.7735595703125,0.005860663950443268,854.1585083007812,513.1118774414062,0.009367436170578003,858.2147827148438,472.4590759277344,0.044801630079746246,1048.1790771484375,653.7771606445312,0.0033797877840697765,1007.3480224609375,526.9239501953125,0.003002675250172615,1055.6539306640625,555.9542846679688,0.0011923812562599778,1006.6652221679688,530.4076538085938,0.0028487280942499638
3,1064.529541015625,659.123291015625,0.9999617338180542,1054.17431640625,593.5256958007812,0.9999712705612183,1052.7906494140625,553.1015014648438,0.9997918009757996,864.28564453125,492.144775390625,0.9999926090240479,966.9556884765625,524.5762329101562,0.9998596906661987,1002.717529296875,525.2662963867188,0.9995378255844116,1053.2855224609375,553.4808349609375,0.005742079112678766,1053.990478515625,657.0956420898438,0.007473637815564871,1063.3619384765625,667.8585815429688,0.0071176402270793915,1080.6202392578125,649.7617797851562,0.005749837029725313,854.1566772460938,513.1427612304688,0.009092878550291061,858.1594848632812,472.4361572265625,0.04470092058181763,1047.94580078125,653.7832641601562,0.003422198351472616,1007.3482666015625,526.92578125,0.0029944046400487423,1055.6553955078125,555.9476928710938,0.001188792404718697,1006.6630859375,530.4107055664062,0.0028465373907238245
4,1064.529541015625,659.123291015625,0.9999617338180542,1054.17431640625,593.5256958007812,0.9999712705612183,1052.7906494140625,553.1015014648438,0.9997918009757996,864.2877197265625,492.1453552246094,0.9999926090240479,966.9556274414062,524.576171875,0.9998596906661987,1002.717529296875,525.2662963867188,0.9995378255844116,1053.2855224609375,553.4808349609375,0.00574208190664649,1053.990478515625,657.0956420898438,0.0074736555106937885,1063.3619384765625,667.8585815429688,0.007117633242160082,1080.6202392578125,649.7617797851562,0.005749826785176992,854.1548461914062,513.141845703125,0.009112202562391758,858.1583862304688,472.4394836425781,0.044666022062301636,1047.94580078125,653.7832641601562,0.0034222013782709837,1007.3482666015625,526.92578125,0.0029943985864520073,1055.6553955078125,555.9476928710938,0.0011887929867953062,1006.6630859375,530.4107055664062,0.002846531802788377
5,1064.6983642578125,659.3185424804688,0.9999586343765259,1054.4775390625,593.6625366210938,0.9999713897705078,1052.892578125,553.24072265625,0.99980229139328,864.3366088867188,492.2360534667969,0.9999929666519165,966.8941650390625,524.5390625,0.9998651742935181,1002.8984375,525.3499145507812,0.999461829662323,1053.1798095703125,553.2763061523438,0.0059857238084077835,1054.16357421875,657.1572265625,0.006985208485275507,1063.4033203125,667.9904174804688,0.007306394632905722,1080.678466796875,649.9434204101562,0.005006306804716587,853.9786987304688,513.11669921875,0.00981586892157793,858.1216430664062,472.61639404296875,0.04687389358878136,1048.023193359375,653.7384033203125,0.0035418991465121508,1007.2203979492188,526.8433837890625,0.002865373156964779,1055.6702880859375,556.0423583984375,0.0012518131406977773,1006.5763549804688,530.3618774414062,0.002848378848284483
6,1064.70166015625,659.3170166015625,0.9999586343765259,1054.4718017578125,593.6588134765625,0.9999713897705078,1052.890869140625,553.2474975585938,0.9998027682304382,864.3338012695312,492.19012451171875,0.9999929666519165,966.9341430664062,524.5430908203125,0.9998648166656494,1002.9027099609375,525.336669921875,0.9994490742683411,1053.1722412109375,553.2755737304688,0.005986405070871115,1054.16552734375,657.1598510742188,0.007001623511314392,1063.4078369140625,667.9893798828125,0.007314903661608696,1080.6729736328125,649.9421997070312,0.005029771476984024,853.9472045898438,513.117919921875,0.009875285439193249,858.1097412109375,472.6237487792969,0.04593099653720856,1048.0230712890625,653.7392578125,0.003540045116096735,1007.21142578125,526.829345703125,0.0028766749892383814,1055.6689453125,556.04150390625,0.0012484524631872773,1006.5675048828125,530.3290405273438,0.002854428021237254
7,1064.70166015625,659.3170166015625,0.9999586343765259,1054.4718017578125,593.6588134765625,0.9999713897705078,1052.890869140625,553.2474975585938,0.9998027682304382,864.3338012695312,492.19012451171875,0.9999929666519165,966.9341430664062,524.5430908203125,0.9998648166656494,1002.9027099609375,525.336669921875,0.9994490742683411,1053.1722412109375,553.2755737304688,0.005986405070871115,1054.16552734375,657.1598510742188,0.007001623511314392,1063.4078369140625,667.9893798828125,0.007314903661608696,1080.6729736328125,649.9421997070312,0.005029771476984024,853.9472045898438,513.117919921875,0.009875285439193249,858.1097412109375,472.6237487792969,0.04593099653720856,1048.0230712890625,653.7392578125,0.003540045116096735,1007.21142578125,526.829345703125,0.0028766749892383814,1055.6689453125,556.04150390625,0.0012484524631872773,1006.5675048828125,530.3290405273438,0.002854428021237254
